"Date";"Path";"Size_GB";"Size_TB"
"02-02-2026";"D:\Qualidade\Avaliação de Fornecedores";"3,85";"0,004"
"02-02-2026";"D:\Qualidade\Certificados Gero Trescal";"0,19";"0"
"02-02-2026";"D:\Qualidade\Contexto_SWOT";"0,01";"0"
"02-02-2026";"D:\Qualidade\Controle de Revisões";"0,06";"0"
"02-02-2026";"D:\Qualidade\Corona Vírus";"0,74";"0,001"
"02-02-2026";"D:\Qualidade\Informativo SIG";"0,04";"0"
"02-02-2026";"D:\Qualidade\Instruções_IGI";"0,31";"0"
"02-02-2026";"D:\Qualidade\Manual da Gestão Integrada";"0,01";"0"
"02-02-2026";"D:\Qualidade\Manual da Gestão Integrada (novo)";"0";"0"
"02-02-2026";"D:\Qualidade\Norma ISO 9001 - 14001 - Versão 2015 - BS OHSAS 18001";"0,05";"0"
"02-02-2026";"D:\Qualidade\Normas";"0,07";"0"
"02-02-2026";"D:\Qualidade\Objetivos da Política";"0,01";"0"
"02-02-2026";"D:\Qualidade\Obsoletos";"3,31";"0,003"
"02-02-2026";"D:\Qualidade\Pesquisa de Satisfação";"0,15";"0"
"02-02-2026";"D:\Qualidade\PGTA";"0,02";"0"
"02-02-2026";"D:\Qualidade\Política Integrada de Gestão";"0,01";"0"
"02-02-2026";"D:\Qualidade\Procedimentos_PGI";"0,02";"0"
"02-02-2026";"D:\Qualidade\RACP's";"0,63";"0,001"
"02-02-2026";"D:\Qualidade\Registros_RGI";"0,02";"0"
"03-02-2026";"D:\Depto\Adm de Vendas";"24,01";"0,023"
"03-02-2026";"D:\Depto\Almoxarifado";"20,13";"0,02"
"03-02-2026";"D:\Depto\Aplicações";"0,51";"0"
"03-02-2026";"D:\Depto\Comercial";"2,84";"0,003"
"03-02-2026";"D:\Depto\Comitê de Vendas";"0";"0"
"03-02-2026";"D:\Depto\Compras";"0,87";"0,001"
"03-02-2026";"D:\Depto\Conquiscar+1";"0";"0"
"03-02-2026";"D:\Depto\Contabilidade";"173,58";"0,17"
"03-02-2026";"D:\Depto\Controladoria";"18,56";"0,018"
"03-02-2026";"D:\Depto\Controle Comercial";"28,52";"0,028"
"03-02-2026";"D:\Depto\Controle de Qualidade";"40,63";"0,04"
"03-02-2026";"D:\Depto\CTMS";"5,43";"0,005"
"03-02-2026";"D:\Depto\Departamento Pessoal";"9,39";"0,009"
"03-02-2026";"D:\Depto\Director's Report";"0,51";"0,001"
"03-02-2026";"D:\Depto\Diretoria";"5,99";"0,006"
"03-02-2026";"D:\Depto\DVR";"0";"0"
"03-02-2026";"D:\Depto\Eng de Processos";"234,26";"0,229"
"03-02-2026";"D:\Depto\Eng de Produtos";"389,92";"0,381"
"03-02-2026";"D:\Depto\Escola de Pais";"0,2";"0"
"03-02-2026";"D:\Depto\EXCEL";"0,18";"0"
"03-02-2026";"D:\Depto\Exportação";"2,88";"0,003"
"03-02-2026";"D:\Depto\Fabrica";"69,67";"0,068"
"03-02-2026";"D:\Depto\Financeiro";"13,16";"0,013"
"03-02-2026";"D:\Depto\Fiscal";"68,34";"0,067"
"03-02-2026";"D:\Depto\Grupo Doação";"0,01";"0"
"03-02-2026";"D:\Depto\IMC IT";"0,29";"0"
"03-02-2026";"D:\Depto\IMC_Compliance_Aviad_Gilson_Leonardo";"0,02";"0"
"03-02-2026";"D:\Depto\Iscar Brazil_Acc_Fin_Tax";"6,7";"0,007"
"03-02-2026";"D:\Depto\IT";"8,68";"0,008"
"03-02-2026";"D:\Depto\Logistica";"184,25";"0,18"
"03-02-2026";"D:\Depto\Manutencao";"4,04";"0,004"
"03-02-2026";"D:\Depto\Marketing";"2147,67";"2,097"
"03-02-2026";"D:\Depto\Neologiq";"9,92";"0,01"
"03-02-2026";"D:\Depto\NFE Gate";"3";"0,003"
"03-02-2026";"D:\Depto\NFE_Entradas";"1,15";"0,001"
"03-02-2026";"D:\Depto\P C P roducao";"172,19";"0,168"
"03-02-2026";"D:\Depto\Projetos";"587,25";"0,573"
"03-02-2026";"D:\Depto\Promoções Swap";"0";"0"
"03-02-2026";"D:\Depto\Recepcao";"0,16";"0"
"03-02-2026";"D:\Depto\Recursos Humanos";"37,05";"0,036"
"03-02-2026";"D:\Depto\Servicos";"101";"0,099"
"03-02-2026";"D:\Depto\Shared";"81,09";"0,079"
"03-02-2026";"D:\Depto\SIG";"15,88";"0,016"
"03-02-2026";"D:\Depto\SOMENTO ANG-E";"0";"0"
"03-02-2026";"D:\Depto\TOOL FLO";"0,01";"0"
"03-02-2026";"D:\Depto\UTIL";"29,81";"0,029"
"03-02-2026";"D:\Depto\XML";"0,01";"0"
"03-02-2026";"D:\Qualidade\Analise Ambiente Processos SWOT";"0,01";"0"
"03-02-2026";"D:\Qualidade\Analise Critica";"0,05";"0"
"03-02-2026";"D:\Qualidade\Anexos_AGI";"0,02";"0"
"03-02-2026";"D:\Qualidade\Auditorias";"0,27";"0"
"03-02-2026";"D:\Qualidade\Avaliação de Fornecedores";"3,85";"0,004"
"03-02-2026";"D:\Qualidade\Certificados Gero Trescal";"0,19";"0"
"03-02-2026";"D:\Qualidade\Contexto_SWOT";"0,01";"0"
"03-02-2026";"D:\Qualidade\Controle de Revisões";"0,06";"0"
"03-02-2026";"D:\Qualidade\Corona Vírus";"0,74";"0,001"
"03-02-2026";"D:\Qualidade\Informativo SIG";"0,04";"0"
"03-02-2026";"D:\Qualidade\Instruções_IGI";"0,31";"0"
"03-02-2026";"D:\Qualidade\Manual da Gestão Integrada";"0,01";"0"
"03-02-2026";"D:\Qualidade\Manual da Gestão Integrada (novo)";"0";"0"
"03-02-2026";"D:\Qualidade\Norma ISO 9001 - 14001 - Versão 2015 - BS OHSAS 18001";"0,05";"0"
"03-02-2026";"D:\Qualidade\Normas";"0,07";"0"
"03-02-2026";"D:\Qualidade\Objetivos da Política";"0,01";"0"
"03-02-2026";"D:\Qualidade\Obsoletos";"3,31";"0,003"
"03-02-2026";"D:\Qualidade\Pesquisa de Satisfação";"0,15";"0"
"03-02-2026";"D:\Qualidade\PGTA";"0,02";"0"
"03-02-2026";"D:\Qualidade\Política Integrada de Gestão";"0,01";"0"
"03-02-2026";"D:\Qualidade\Procedimentos_PGI";"0,02";"0"
"03-02-2026";"D:\Qualidade\RACP's";"0,63";"0,001"
"03-02-2026";"D:\Qualidade\Registros_RGI";"0,02";"0"
"04-02-2026";"D:\Depto\Adm de Vendas";"24,01";"0,023"
"04-02-2026";"D:\Depto\Almoxarifado";"20,13";"0,02"
"04-02-2026";"D:\Depto\Aplicações";"0,51";"0"
"04-02-2026";"D:\Depto\Comercial";"2,84";"0,003"
"04-02-2026";"D:\Depto\Comitê de Vendas";"0";"0"
"04-02-2026";"D:\Depto\Compras";"0,87";"0,001"
"04-02-2026";"D:\Depto\Conquiscar+1";"0";"0"
"04-02-2026";"D:\Depto\Contabilidade";"173,82";"0,17"
"04-02-2026";"D:\Depto\Controladoria";"18,56";"0,018"
"04-02-2026";"D:\Depto\Controle Comercial";"28,52";"0,028"
"04-02-2026";"D:\Depto\Controle de Qualidade";"40,63";"0,04"
"04-02-2026";"D:\Depto\CTMS";"5,43";"0,005"
"04-02-2026";"D:\Depto\Departamento Pessoal";"9,39";"0,009"
"04-02-2026";"D:\Depto\Director's Report";"0,51";"0,001"
"04-02-2026";"D:\Depto\Diretoria";"5,99";"0,006"
"04-02-2026";"D:\Depto\DVR";"0";"0"
"04-02-2026";"D:\Depto\Eng de Processos";"234,26";"0,229"
"04-02-2026";"D:\Depto\Eng de Produtos";"389,92";"0,381"
"04-02-2026";"D:\Depto\Escola de Pais";"0,2";"0"
"04-02-2026";"D:\Depto\EXCEL";"0,18";"0"
"04-02-2026";"D:\Depto\Exportação";"2,89";"0,003"
"04-02-2026";"D:\Depto\Fabrica";"69,67";"0,068"
"04-02-2026";"D:\Depto\Financeiro";"13,16";"0,013"
"04-02-2026";"D:\Depto\Fiscal";"68,36";"0,067"
"04-02-2026";"D:\Depto\Grupo Doação";"0,01";"0"
"04-02-2026";"D:\Depto\IMC IT";"0,29";"0"
"04-02-2026";"D:\Depto\IMC_Compliance_Aviad_Gilson_Leonardo";"0,02";"0"
"04-02-2026";"D:\Depto\Iscar Brazil_Acc_Fin_Tax";"6,71";"0,007"
"04-02-2026";"D:\Depto\IT";"8,68";"0,008"
"04-02-2026";"D:\Depto\Logistica";"184,37";"0,18"
"04-02-2026";"D:\Depto\Manutencao";"4,04";"0,004"
"04-02-2026";"D:\Depto\Marketing";"2147,76";"2,097"
"04-02-2026";"D:\Depto\Neologiq";"9,92";"0,01"
"04-02-2026";"D:\Depto\NFE Gate";"3";"0,003"
"04-02-2026";"D:\Depto\NFE_Entradas";"1,15";"0,001"
"04-02-2026";"D:\Depto\P C P roducao";"172,22";"0,168"
"04-02-2026";"D:\Depto\Projetos";"587,86";"0,574"
"04-02-2026";"D:\Depto\Promoções Swap";"0";"0"
"04-02-2026";"D:\Depto\Recepcao";"0,16";"0"
"04-02-2026";"D:\Depto\Recursos Humanos";"37,05";"0,036"
"04-02-2026";"D:\Depto\Servicos";"101";"0,099"
"04-02-2026";"D:\Depto\Shared";"81,09";"0,079"
"04-02-2026";"D:\Depto\SIG";"15,88";"0,016"
"04-02-2026";"D:\Depto\SOMENTO ANG-E";"0";"0"
"04-02-2026";"D:\Depto\TOOL FLO";"0,01";"0"
"04-02-2026";"D:\Depto\UTIL";"29,81";"0,029"
"04-02-2026";"D:\Depto\XML";"0,01";"0"
"04-02-2026";"D:\Qualidade\Analise Ambiente Processos SWOT";"0,01";"0"
"04-02-2026";"D:\Qualidade\Analise Critica";"0,05";"0"
"04-02-2026";"D:\Qualidade\Anexos_AGI";"0,02";"0"
"04-02-2026";"D:\Qualidade\Auditorias";"0,27";"0"
"04-02-2026";"D:\Qualidade\Avaliação de Fornecedores";"3,85";"0,004"
"04-02-2026";"D:\Qualidade\Certificados Gero Trescal";"0,19";"0"
"04-02-2026";"D:\Qualidade\Contexto_SWOT";"0,01";"0"
"04-02-2026";"D:\Qualidade\Controle de Revisões";"0,06";"0"
"04-02-2026";"D:\Qualidade\Corona Vírus";"0,74";"0,001"
"04-02-2026";"D:\Qualidade\Informativo SIG";"0,04";"0"
"04-02-2026";"D:\Qualidade\Instruções_IGI";"0,31";"0"
"04-02-2026";"D:\Qualidade\Manual da Gestão Integrada";"0,01";"0"
"04-02-2026";"D:\Qualidade\Manual da Gestão Integrada (novo)";"0";"0"
"04-02-2026";"D:\Qualidade\Norma ISO 9001 - 14001 - Versão 2015 - BS OHSAS 18001";"0,05";"0"
"04-02-2026";"D:\Qualidade\Normas";"0,07";"0"
"04-02-2026";"D:\Qualidade\Objetivos da Política";"0,01";"0"
"04-02-2026";"D:\Qualidade\Obsoletos";"3,31";"0,003"
"04-02-2026";"D:\Qualidade\Pesquisa de Satisfação";"0,15";"0"
"04-02-2026";"D:\Qualidade\PGTA";"0,02";"0"
"04-02-2026";"D:\Qualidade\Política Integrada de Gestão";"0,01";"0"
"04-02-2026";"D:\Qualidade\Procedimentos_PGI";"0,02";"0"
"04-02-2026";"D:\Qualidade\RACP's";"0,63";"0,001"
"04-02-2026";"D:\Qualidade\Registros_RGI";"0,02";"0"
"05-02-2026";"D:\Depto\Adm de Vendas";"24,01";"0,023"
"05-02-2026";"D:\Depto\Almoxarifado";"20,13";"0,02"
"05-02-2026";"D:\Depto\Aplicações";"0,51";"0"
"05-02-2026";"D:\Depto\Comercial";"2,84";"0,003"
"05-02-2026";"D:\Depto\Comitê de Vendas";"0";"0"
"05-02-2026";"D:\Depto\Compras";"0,87";"0,001"
"05-02-2026";"D:\Depto\Conquiscar+1";"0";"0"
"05-02-2026";"D:\Depto\Contabilidade";"173,99";"0,17"
"05-02-2026";"D:\Depto\Controladoria";"18,57";"0,018"
"05-02-2026";"D:\Depto\Controle Comercial";"28,52";"0,028"
"05-02-2026";"D:\Depto\Controle de Qualidade";"40,63";"0,04"
"05-02-2026";"D:\Depto\CTMS";"5,43";"0,005"
"05-02-2026";"D:\Depto\Departamento Pessoal";"9,39";"0,009"
"05-02-2026";"D:\Depto\Director's Report";"0,51";"0,001"
"05-02-2026";"D:\Depto\Diretoria";"5,99";"0,006"
"05-02-2026";"D:\Depto\DVR";"0";"0"
"05-02-2026";"D:\Depto\Eng de Processos";"234,26";"0,229"
"05-02-2026";"D:\Depto\Eng de Produtos";"389,92";"0,381"
"05-02-2026";"D:\Depto\Escola de Pais";"0,2";"0"
"05-02-2026";"D:\Depto\EXCEL";"0,18";"0"
"05-02-2026";"D:\Depto\Exportação";"2,89";"0,003"
"05-02-2026";"D:\Depto\Fabrica";"69,07";"0,067"
"05-02-2026";"D:\Depto\Financeiro";"13,17";"0,013"
"05-02-2026";"D:\Depto\Fiscal";"68,37";"0,067"
"05-02-2026";"D:\Depto\Grupo Doação";"0,01";"0"
"05-02-2026";"D:\Depto\IMC IT";"0,29";"0"
"05-02-2026";"D:\Depto\IMC_Compliance_Aviad_Gilson_Leonardo";"0,02";"0"
"05-02-2026";"D:\Depto\Iscar Brazil_Acc_Fin_Tax";"6,72";"0,007"
"05-02-2026";"D:\Depto\IT";"8,67";"0,008"
"05-02-2026";"D:\Depto\Logistica";"184,5";"0,18"
"05-02-2026";"D:\Depto\Manutencao";"4,04";"0,004"
"05-02-2026";"D:\Depto\Marketing";"2147,76";"2,097"
"05-02-2026";"D:\Depto\Neologiq";"9,92";"0,01"
"05-02-2026";"D:\Depto\NFE Gate";"3";"0,003"
"05-02-2026";"D:\Depto\NFE_Entradas";"1,15";"0,001"
"05-02-2026";"D:\Depto\P C P roducao";"172,23";"0,168"
"05-02-2026";"D:\Depto\Projetos";"587,87";"0,574"
"05-02-2026";"D:\Depto\Promoções Swap";"0";"0"
"05-02-2026";"D:\Depto\Recepcao";"0,16";"0"
"05-02-2026";"D:\Depto\Recursos Humanos";"37,05";"0,036"
"05-02-2026";"D:\Depto\Servicos";"101,05";"0,099"
"05-02-2026";"D:\Depto\Shared";"81,09";"0,079"
"05-02-2026";"D:\Depto\SIG";"15,88";"0,016"
"05-02-2026";"D:\Depto\SOMENTO ANG-E";"0";"0"
"05-02-2026";"D:\Depto\TOOL FLO";"0,01";"0"
"05-02-2026";"D:\Depto\UTIL";"29,81";"0,029"
"05-02-2026";"D:\Depto\XML";"0,01";"0"
"05-02-2026";"D:\Qualidade\Analise Ambiente Processos SWOT";"0,01";"0"
"05-02-2026";"D:\Qualidade\Analise Critica";"0,05";"0"
"05-02-2026";"D:\Qualidade\Anexos_AGI";"0,02";"0"
"05-02-2026";"D:\Qualidade\Auditorias";"0,27";"0"
"05-02-2026";"D:\Qualidade\Avaliação de Fornecedores";"3,85";"0,004"
"05-02-2026";"D:\Qualidade\Certificados Gero Trescal";"0,19";"0"
"05-02-2026";"D:\Qualidade\Contexto_SWOT";"0,01";"0"
"05-02-2026";"D:\Qualidade\Controle de Revisões";"0,06";"0"
"05-02-2026";"D:\Qualidade\Corona Vírus";"0,74";"0,001"
"05-02-2026";"D:\Qualidade\Informativo SIG";"0,04";"0"
"05-02-2026";"D:\Qualidade\Instruções_IGI";"0,31";"0"
"05-02-2026";"D:\Qualidade\Manual da Gestão Integrada";"0,01";"0"
"05-02-2026";"D:\Qualidade\Manual da Gestão Integrada (novo)";"0";"0"
"05-02-2026";"D:\Qualidade\Norma ISO 9001 - 14001 - Versão 2015 - BS OHSAS 18001";"0,05";"0"
"05-02-2026";"D:\Qualidade\Normas";"0,07";"0"
"05-02-2026";"D:\Qualidade\Objetivos da Política";"0,01";"0"
"05-02-2026";"D:\Qualidade\Obsoletos";"3,31";"0,003"
"05-02-2026";"D:\Qualidade\Pesquisa de Satisfação";"0,15";"0"
"05-02-2026";"D:\Qualidade\PGTA";"0,02";"0"
"05-02-2026";"D:\Qualidade\Política Integrada de Gestão";"0,01";"0"
"05-02-2026";"D:\Qualidade\Procedimentos_PGI";"0,02";"0"
"05-02-2026";"D:\Qualidade\RACP's";"0,63";"0,001"
"05-02-2026";"D:\Qualidade\Registros_RGI";"0,02";"0"
"06-02-2026";"D:\Depto\Adm de Vendas";"24,01";"0,023"
"06-02-2026";"D:\Depto\Almoxarifado";"20,13";"0,02"
"06-02-2026";"D:\Depto\Aplicações";"0,51";"0"
"06-02-2026";"D:\Depto\Comercial";"2,84";"0,003"
"06-02-2026";"D:\Depto\Comitê de Vendas";"0";"0"
"06-02-2026";"D:\Depto\Compras";"0,87";"0,001"
"06-02-2026";"D:\Depto\Conquiscar+1";"0";"0"
"06-02-2026";"D:\Depto\Contabilidade";"174,15";"0,17"
"06-02-2026";"D:\Depto\Controladoria";"18,61";"0,018"
"06-02-2026";"D:\Depto\Controle Comercial";"28,52";"0,028"
"06-02-2026";"D:\Depto\Controle de Qualidade";"40,62";"0,04"
"06-02-2026";"D:\Depto\CTMS";"5,43";"0,005"
"06-02-2026";"D:\Depto\Departamento Pessoal";"9,39";"0,009"
"06-02-2026";"D:\Depto\Director's Report";"0,51";"0,001"
"06-02-2026";"D:\Depto\Diretoria";"5,99";"0,006"
"06-02-2026";"D:\Depto\DVR";"0";"0"
"06-02-2026";"D:\Depto\Eng de Processos";"234,26";"0,229"
"06-02-2026";"D:\Depto\Eng de Produtos";"389,92";"0,381"
"06-02-2026";"D:\Depto\Escola de Pais";"0,2";"0"
"06-02-2026";"D:\Depto\EXCEL";"0,18";"0"
"06-02-2026";"D:\Depto\Exportação";"2,89";"0,003"
"06-02-2026";"D:\Depto\Fabrica";"69,07";"0,067"
"06-02-2026";"D:\Depto\Financeiro";"13,17";"0,013"
"06-02-2026";"D:\Depto\Fiscal";"68,42";"0,067"
"06-02-2026";"D:\Depto\Grupo Doação";"0,01";"0"
"06-02-2026";"D:\Depto\IMC IT";"0,29";"0"
"06-02-2026";"D:\Depto\IMC_Compliance_Aviad_Gilson_Leonardo";"0,02";"0"
"06-02-2026";"D:\Depto\Iscar Brazil_Acc_Fin_Tax";"6,75";"0,007"
"06-02-2026";"D:\Depto\IT";"8,67";"0,008"
"06-02-2026";"D:\Depto\Logistica";"184,58";"0,18"
"06-02-2026";"D:\Depto\Manutencao";"4,04";"0,004"
"06-02-2026";"D:\Depto\Marketing";"2147,76";"2,097"
"06-02-2026";"D:\Depto\Neologiq";"9,92";"0,01"
"06-02-2026";"D:\Depto\NFE Gate";"3";"0,003"
"06-02-2026";"D:\Depto\NFE_Entradas";"1,15";"0,001"
"06-02-2026";"D:\Depto\P C P roducao";"172,24";"0,168"
"06-02-2026";"D:\Depto\Projetos";"588,31";"0,575"
"06-02-2026";"D:\Depto\Promoções Swap";"0";"0"
"06-02-2026";"D:\Depto\Recepcao";"0,16";"0"
"06-02-2026";"D:\Depto\Recursos Humanos";"37,05";"0,036"
"06-02-2026";"D:\Depto\Servicos";"101,05";"0,099"
"06-02-2026";"D:\Depto\Shared";"81,11";"0,079"
"06-02-2026";"D:\Depto\SIG";"15,88";"0,016"
"06-02-2026";"D:\Depto\SOMENTO ANG-E";"0";"0"
"06-02-2026";"D:\Depto\TOOL FLO";"0,01";"0"
"06-02-2026";"D:\Depto\UTIL";"29,81";"0,029"
"06-02-2026";"D:\Depto\XML";"0,01";"0"
"06-02-2026";"D:\Qualidade\Analise Ambiente Processos SWOT";"0,01";"0"
"06-02-2026";"D:\Qualidade\Analise Critica";"0,05";"0"
"06-02-2026";"D:\Qualidade\Anexos_AGI";"0,02";"0"
"06-02-2026";"D:\Qualidade\Auditorias";"0,27";"0"
"06-02-2026";"D:\Qualidade\Avaliação de Fornecedores";"3,85";"0,004"
"06-02-2026";"D:\Qualidade\Certificados Gero Trescal";"0,19";"0"
"06-02-2026";"D:\Qualidade\Contexto_SWOT";"0,01";"0"
"06-02-2026";"D:\Qualidade\Controle de Revisões";"0,06";"0"
"06-02-2026";"D:\Qualidade\Corona Vírus";"0,74";"0,001"
"06-02-2026";"D:\Qualidade\Informativo SIG";"0,04";"0"
"06-02-2026";"D:\Qualidade\Instruções_IGI";"0,31";"0"
"06-02-2026";"D:\Qualidade\Manual da Gestão Integrada";"0,01";"0"
"06-02-2026";"D:\Qualidade\Manual da Gestão Integrada (novo)";"0";"0"
"06-02-2026";"D:\Qualidade\Norma ISO 9001 - 14001 - Versão 2015 - BS OHSAS 18001";"0,05";"0"
"06-02-2026";"D:\Qualidade\Normas";"0,07";"0"
"06-02-2026";"D:\Qualidade\Objetivos da Política";"0,01";"0"
"06-02-2026";"D:\Qualidade\Obsoletos";"3,31";"0,003"
"06-02-2026";"D:\Qualidade\Pesquisa de Satisfação";"0,15";"0"
"06-02-2026";"D:\Qualidade\PGTA";"0,02";"0"
"06-02-2026";"D:\Qualidade\Política Integrada de Gestão";"0,01";"0"
"06-02-2026";"D:\Qualidade\Procedimentos_PGI";"0,02";"0"
"06-02-2026";"D:\Qualidade\RACP's";"0,63";"0,001"
"06-02-2026";"D:\Qualidade\Registros_RGI";"0,02";"0"
"07-02-2026";"D:\Depto\Adm de Vendas";"24,02";"0,023"
"07-02-2026";"D:\Depto\Almoxarifado";"20,13";"0,02"
"07-02-2026";"D:\Depto\Aplicações";"0,51";"0"
"07-02-2026";"D:\Depto\Comercial";"2,84";"0,003"
"07-02-2026";"D:\Depto\Comitê de Vendas";"0";"0"
"07-02-2026";"D:\Depto\Compras";"0,87";"0,001"
"07-02-2026";"D:\Depto\Conquiscar+1";"0";"0"
"07-02-2026";"D:\Depto\Contabilidade";"174,19";"0,17"
"07-02-2026";"D:\Depto\Controladoria";"18,61";"0,018"
"07-02-2026";"D:\Depto\Controle Comercial";"28,52";"0,028"
"07-02-2026";"D:\Depto\Controle de Qualidade";"40,63";"0,04"
"07-02-2026";"D:\Depto\CTMS";"5,43";"0,005"
"07-02-2026";"D:\Depto\Departamento Pessoal";"9,39";"0,009"
"07-02-2026";"D:\Depto\Director's Report";"0,51";"0,001"
"07-02-2026";"D:\Depto\Diretoria";"5,99";"0,006"
"07-02-2026";"D:\Depto\DVR";"0";"0"
"07-02-2026";"D:\Depto\Eng de Processos";"234,26";"0,229"
"07-02-2026";"D:\Depto\Eng de Produtos";"389,92";"0,381"
"07-02-2026";"D:\Depto\Escola de Pais";"0,2";"0"
"07-02-2026";"D:\Depto\EXCEL";"0,18";"0"
"07-02-2026";"D:\Depto\Exportação";"2,89";"0,003"
"07-02-2026";"D:\Depto\Fabrica";"69,07";"0,067"
"07-02-2026";"D:\Depto\Financeiro";"13,17";"0,013"
"07-02-2026";"D:\Depto\Fiscal";"68,42";"0,067"
"07-02-2026";"D:\Depto\Grupo Doação";"0,01";"0"
"07-02-2026";"D:\Depto\IMC IT";"0,29";"0"
"07-02-2026";"D:\Depto\IMC_Compliance_Aviad_Gilson_Leonardo";"0,02";"0"
"07-02-2026";"D:\Depto\Iscar Brazil_Acc_Fin_Tax";"6,76";"0,007"
"07-02-2026";"D:\Depto\IT";"8,67";"0,008"
"07-02-2026";"D:\Depto\Logistica";"184,63";"0,18"
"07-02-2026";"D:\Depto\Manutencao";"4,04";"0,004"
"07-02-2026";"D:\Depto\Marketing";"2147,76";"2,097"
"07-02-2026";"D:\Depto\Neologiq";"9,92";"0,01"
"07-02-2026";"D:\Depto\NFE Gate";"3";"0,003"
"07-02-2026";"D:\Depto\NFE_Entradas";"1,15";"0,001"
"07-02-2026";"D:\Depto\P C P roducao";"172,26";"0,168"
"07-02-2026";"D:\Depto\Projetos";"588,67";"0,575"
"07-02-2026";"D:\Depto\Promoções Swap";"0";"0"
"07-02-2026";"D:\Depto\Recepcao";"0,16";"0"
"07-02-2026";"D:\Depto\Recursos Humanos";"32,75";"0,032"
"07-02-2026";"D:\Depto\Servicos";"101,05";"0,099"
"07-02-2026";"D:\Depto\Shared";"81,11";"0,079"
"07-02-2026";"D:\Depto\SIG";"15,88";"0,016"
"07-02-2026";"D:\Depto\SOMENTO ANG-E";"0";"0"
"07-02-2026";"D:\Depto\TOOL FLO";"0,01";"0"
"07-02-2026";"D:\Depto\UTIL";"29,81";"0,029"
"07-02-2026";"D:\Depto\XML";"0,01";"0"
"07-02-2026";"D:\Qualidade\Analise Ambiente Processos SWOT";"0,01";"0"
"07-02-2026";"D:\Qualidade\Analise Critica";"0,05";"0"
"07-02-2026";"D:\Qualidade\Anexos_AGI";"0,02";"0"
"07-02-2026";"D:\Qualidade\Auditorias";"0,27";"0"
"07-02-2026";"D:\Qualidade\Avaliação de Fornecedores";"3,85";"0,004"
"07-02-2026";"D:\Qualidade\Certificados Gero Trescal";"0,19";"0"
"07-02-2026";"D:\Qualidade\Contexto_SWOT";"0,01";"0"
"07-02-2026";"D:\Qualidade\Controle de Revisões";"0,06";"0"
"07-02-2026";"D:\Qualidade\Corona Vírus";"0,74";"0,001"
"07-02-2026";"D:\Qualidade\Informativo SIG";"0,04";"0"
"07-02-2026";"D:\Qualidade\Instruções_IGI";"0,31";"0"
"07-02-2026";"D:\Qualidade\Manual da Gestão Integrada";"0,01";"0"
"07-02-2026";"D:\Qualidade\Manual da Gestão Integrada (novo)";"0";"0"
"07-02-2026";"D:\Qualidade\Norma ISO 9001 - 14001 - Versão 2015 - BS OHSAS 18001";"0,05";"0"
"07-02-2026";"D:\Qualidade\Normas";"0,07";"0"
"07-02-2026";"D:\Qualidade\Objetivos da Política";"0,01";"0"
"07-02-2026";"D:\Qualidade\Obsoletos";"3,31";"0,003"
"07-02-2026";"D:\Qualidade\Pesquisa de Satisfação";"0,15";"0"
"07-02-2026";"D:\Qualidade\PGTA";"0,02";"0"
"07-02-2026";"D:\Qualidade\Política Integrada de Gestão";"0,01";"0"
"07-02-2026";"D:\Qualidade\Procedimentos_PGI";"0,02";"0"
"07-02-2026";"D:\Qualidade\RACP's";"0,63";"0,001"
"07-02-2026";"D:\Qualidade\Registros_RGI";"0,02";"0"
"08-02-2026";"D:\Depto\Adm de Vendas";"24,02";"0,023"
"08-02-2026";"D:\Depto\Almoxarifado";"20,13";"0,02"
"08-02-2026";"D:\Depto\Aplicações";"0,51";"0"
"08-02-2026";"D:\Depto\Comercial";"2,84";"0,003"
"08-02-2026";"D:\Depto\Comitê de Vendas";"0";"0"
"08-02-2026";"D:\Depto\Compras";"0,87";"0,001"
"08-02-2026";"D:\Depto\Conquiscar+1";"0";"0"
"08-02-2026";"D:\Depto\Contabilidade";"174,19";"0,17"
"08-02-2026";"D:\Depto\Controladoria";"18,61";"0,018"
"08-02-2026";"D:\Depto\Controle Comercial";"28,52";"0,028"
"08-02-2026";"D:\Depto\Controle de Qualidade";"40,63";"0,04"
"08-02-2026";"D:\Depto\CTMS";"5,43";"0,005"
"08-02-2026";"D:\Depto\Departamento Pessoal";"9,39";"0,009"
"08-02-2026";"D:\Depto\Director's Report";"0,51";"0,001"
"08-02-2026";"D:\Depto\Diretoria";"5,99";"0,006"
"08-02-2026";"D:\Depto\DVR";"0";"0"
"08-02-2026";"D:\Depto\Eng de Processos";"234,26";"0,229"
"08-02-2026";"D:\Depto\Eng de Produtos";"389,92";"0,381"
"08-02-2026";"D:\Depto\Escola de Pais";"0,2";"0"
"08-02-2026";"D:\Depto\EXCEL";"0,18";"0"
"08-02-2026";"D:\Depto\Exportação";"2,89";"0,003"
"08-02-2026";"D:\Depto\Fabrica";"69,07";"0,067"
"08-02-2026";"D:\Depto\Financeiro";"13,17";"0,013"
"08-02-2026";"D:\Depto\Fiscal";"68,42";"0,067"
"08-02-2026";"D:\Depto\Grupo Doação";"0,01";"0"
"08-02-2026";"D:\Depto\IMC IT";"0,29";"0"
"08-02-2026";"D:\Depto\IMC_Compliance_Aviad_Gilson_Leonardo";"0,02";"0"
"08-02-2026";"D:\Depto\Iscar Brazil_Acc_Fin_Tax";"6,76";"0,007"
"08-02-2026";"D:\Depto\IT";"8,67";"0,008"
